mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor,param_regressor__alpha,param_regressor__l1_ratio,param_regressor__n_estimators,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
0.0044212818145751955,0.0007514852768807145,0.0028813838958740234,0.0005940000614766538,ElasticNet(),0.1,0.0,,"{'regressor': ElasticNet(), 'regressor__alpha': 0.1, 'regressor__l1_ratio': 0.0}",-0.5992497776658817,-0.3728915458089047,-0.38960753549957405,-0.4426806014104804,-0.37634693616545506,-0.4361552793100592,0.0853093495022744,14,0.08138956238044481,0.3719721333744763,0.3061597976494542,0.2872563901818681,0.35670930678695456,0.28069743807463954,0.10442591163960305,14,-0.6125705597593883,-0.5259980815615093,-0.48549844536104897,-0.5299397303368822,-0.487632664414472,-0.5283278962866601,0.04603328395489249,14
0.002805805206298828,0.00033338272391065,0.0025723457336425783,0.0008636363376492536,ElasticNet(),0.1,0.25,,"{'regressor': ElasticNet(), 'regressor__alpha': 0.1, 'regressor__l1_ratio': 0.25}",-0.6104139740475393,-0.3942107470792581,-0.4028952892207195,-0.46727065572595966,-0.38456215689733947,-0.45187056459416325,0.08441188232518824,15,0.06427558469359251,0.33606611018230215,0.2824960414573622,0.24766485618964984,0.34266701088478,0.25463392068153734,0.10143193596864722,15,-0.6259055256119835,-0.5419011255669577,-0.4959493604575523,-0.5439171657474297,-0.5035531451028983,-0.5422452644973642,0.04613533094984528,15
0.0028389453887939452,0.0012669438170194581,0.0036510467529296876,0.0031402832947880974,ElasticNet(),0.1,0.5,,"{'regressor': ElasticNet(), 'regressor__alpha': 0.1, 'regressor__l1_ratio': 0.5}",-0.6050727654416397,-0.400934467799426,-0.4100277779353956,-0.4674487983971342,-0.3882009212773773,-0.45433694617019454,0.08010281986881403,16,0.07246330567030079,0.3247419489693878,0.26979400938113896,0.24737803528511726,0.3364472624677386,0.25016491235473665,0.09484440677588604,16,-0.6209219901441423,-0.5479909773129925,-0.5025242351909124,-0.544895832340532,-0.5101315756797272,-0.5452929221336613,0.041934887569776376,16
0.005335807800292969,0.0035388222570622366,0.004614877700805664,0.002786546403149881,ElasticNet(),0.1,0.75,,"{'regressor': ElasticNet(), 'regressor__alpha': 0.1, 'regressor__l1_ratio': 0.75}",-0.6002442129551592,-0.40745161891971543,-0.41740698739809967,-0.46848759673487306,-0.3928250755202016,-0.45728309830560987,0.07588351381847315,17,0.07986515858370813,0.31376569445100555,0.2566525998336451,0.2457055046281289,0.3285431848666319,0.2449064284726239,0.08844652323532322,17,-0.6150478141102579,-0.553704613672883,-0.5083769234005657,-0.5478766367939221,-0.5157407976116323,-0.5481493571178523,0.037784917659818174,17
0.002866220474243164,0.0004552936073532202,0.002230548858642578,0.0003559917088656735,ElasticNet(),0.1,1.0,,"{'regressor': ElasticNet(), 'regressor__alpha': 0.1, 'regressor__l1_ratio': 1.0}",-0.599848651379653,-0.4158347857987925,-0.42604700769291226,-0.4711346038664369,-0.3995669188573569,-0.4624863935190303,0.07267219972004399,18,0.08047152842400496,0.299646676549402,0.24126585064775274,0.24144365666787515,0.31701933637172697,0.23596940973215236,0.08350029422080385,18,-0.6121424201017244,-0.5599687556737348,-0.514534975338907,-0.551195771546511,-0.5237589316099555,-0.5523201708541665,0.034298489808950984,18
0.004450178146362305,0.0008691074998408535,0.0025056838989257813,0.0006233842389504128,ElasticNet(),1,0.0,,"{'regressor': ElasticNet(), 'regressor__alpha': 1, 'regressor__l1_ratio': 0.0}",-0.5995781381655799,-0.4287058828065977,-0.43871856910456214,-0.48592711823755697,-0.4157223164188033,-0.47373040494662,0.06723746924010661,19,0.08088620736294339,0.27796903948362495,0.21869945258596235,0.21762677818355614,0.2894048777492546,0.2169172710730683,0.07414836668880918,19,-0.605879547881736,-0.5735836177848265,-0.5141684381619007,-0.5561248780398553,-0.539109394761367,-0.5577731753259371,0.031037460795862802,19
0.002548074722290039,0.00023573502909137863,0.0023293495178222656,0.0004805510136995974,ElasticNet(),1,0.25,,"{'regressor': ElasticNet(), 'regressor__alpha': 1, 'regressor__l1_ratio': 0.25}",-0.6305112465814446,-0.5231480508939714,-0.5177634017869693,-0.5490512679123016,-0.5189750800471299,-0.5478898094443634,0.04285666223818658,20,0.033467789671557946,0.11890854586278499,0.07793091577416245,0.1159929271349106,0.11291468875664978,0.09184297344001316,0.032744434913194786,20,-0.6229114861405196,-0.6244401533819648,-0.5697079365183526,-0.5962730271022474,-0.6139112392477583,-0.6054487684781685,0.02048821085025669,20
0.002744150161743164,0.0006418288621716775,0.0021677494049072267,0.0004344518118111054,ElasticNet(),1,0.5,,"{'regressor': ElasticNet(), 'regressor__alpha': 1, 'regressor__l1_ratio': 0.5}",-0.6507230499646766,-0.5443369269559236,-0.5442351887142463,-0.5734369325669092,-0.5435099354962074,-0.5712484067395927,0.04133853659771483,21,0.002484426401453854,0.0832220177584444,0.03078811609845533,0.07673047335139149,0.07097720327973833,0.052840447377896685,0.03112795925814475,21,-0.6377811009056766,-0.6344508666187578,-0.5934053843942816,-0.6099592745498572,-0.6292749482708114,-0.6209743149478769,0.016818817197234742,21
0.002689361572265625,0.00040988177123650566,0.002498292922973633,0.00037528622073474094,ElasticNet(),1,0.75,,"{'regressor': ElasticNet(), 'regressor__alpha': 1, 'regressor__l1_ratio': 0.75}",-0.6492628024100031,-0.5462293288848401,-0.5454284164402019,-0.5741151114699632,-0.5436564560587065,-0.5717384230527429,0.0403663355930012,22,0.00472288971879764,0.08003481450974304,0.028663133156927367,0.07563856266471336,0.07072675534151307,0.0519572310783389,0.029917049318938987,22,-0.6388287354842602,-0.6352489825438528,-0.5970645277383162,-0.6119865277228113,-0.6307739255609098,-0.62278053981003,0.015841242616530575,22
0.002582406997680664,0.0005436857171839982,0.002052927017211914,0.0004432271179133976,ElasticNet(),1,1.0,,"{'regressor': ElasticNet(), 'regressor__alpha': 1, 'regressor__l1_ratio': 1.0}",-0.6478858697260309,-0.5483044637324435,-0.5464449820339728,-0.5744726132859099,-0.543945656187492,-0.5722107169931698,0.03941101526548942,23,0.006833636827162204,0.07653985055588475,0.02685276242993362,0.07506296225664821,0.07023242488882142,0.05110432739169004,0.02875725502631607,23,-0.6398778391200843,-0.6375256497432369,-0.6002161466654985,-0.6139990381587176,-0.6322735661426279,-0.624778447966033,0.015271947379592445,23
0.08698492050170899,0.007463779946897089,0.010807418823242187,0.0016657128564728195,RandomForestRegressor(n_estimators=50),,,50,"{'regressor': RandomForestRegressor(n_estimators=50), 'regressor__n_estimators': 50}",-0.46851875,-0.38319375,-0.37298125,-0.40066250000000003,-0.3979111111111111,-0.4046534722222222,0.033477784683615654,1,0.28179161676646713,0.35462105263157895,0.33576904347826086,0.35490817610062886,0.3198496124031006,0.3293879002760073,0.027148114424390087,1,-0.5365625,-0.5071875,-0.4884374999999999,-0.5106249999999999,-0.48285714285714276,-0.5051339285714286,0.01895863935986844,6
0.1436464786529541,0.002369938284597844,0.016022586822509767,0.0011928797375754844,RandomForestRegressor(n_estimators=50),,,100,"{'regressor': RandomForestRegressor(n_estimators=50), 'regressor__n_estimators': 100}",-0.4751140625,-0.3977921875,-0.3535671875,-0.3735140625000001,-0.42441904761904753,-0.4048813095238096,0.04238316117631686,2,0.27168143712574855,0.33003421052631576,0.3703429565217391,0.39861886792452816,0.27453953488372085,0.3290434013964105,0.05061313447853032,2,-0.54203125,-0.5101562500000001,-0.48484374999999996,-0.49546875,-0.508888888888889,-0.5082777777777778,0.01926875113876171,8
0.43469772338867185,0.010040102456527264,0.045912885665893556,0.004477281703701594,RandomForestRegressor(n_estimators=50),,,300,"{'regressor': RandomForestRegressor(n_estimators=50), 'regressor__n_estimators': 300}",-0.4701640625000001,-0.404218576388889,-0.3486152777777778,-0.3986697916666666,-0.4085388007054674,-0.4060413018077602,0.03866102860800079,3,0.2792694610778442,0.31921081871345014,0.37916166183574873,0.35811656184486385,0.30168367786391026,0.32748843626716345,0.03651760779128138,3,-0.5433854166666667,-0.5150520833333334,-0.48322916666666665,-0.513125,-0.49613756613756615,-0.5101858465608465,0.020290624003437972,10
